bjt_sutta_code	bjt_web_code	bjt_filename	bjt_book_id	bjt_page_num	bjt_page_offset	bjt_piṭaka	bjt_nikāya	bjt_major_section	bjt_book	bjt_minor_section	bjt_vagga	bjt_sutta
kn-jat 3. 2. 9.	kn-jat-3-2-9	kn-jat	32	136	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	2. padumavaggo	9. sujātajātakaṃ
kn-jat 3. 2. 10.	kn-jat-3-2-10	kn-jat	32	136	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	2. padumavaggo	10. ulūkajātakaṃ
kn-jat 3. 3. 1.	kn-jat-3-3-1	kn-jat	32	138	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	1. udapānadūsakajātakaṃ
kn-jat 3. 3. 2.	kn-jat-3-3-2	kn-jat	32	138	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	2. vyagghajātakaṃ
kn-jat 3. 3. 3.	kn-jat-3-3-3	kn-jat	32	138	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	3. kacchapajātakaṃ
kn-jat 3. 3. 4.	kn-jat-3-3-4	kn-jat	32	140	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	4. lolajātakaṃ
kn-jat 3. 3. 5.	kn-jat-3-3-5	kn-jat	32	140	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	5. rucirajātakaṃ
kn-jat 3. 3. 6.	kn-jat-3-3-6	kn-jat	32	142	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	6. kurudhammajātakaṃ
kn-jat 3. 3. 7.	kn-jat-3-3-7	kn-jat	32	142	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	7. romakajātakaṃ
kn-jat 3. 3. 8.	kn-jat-3-3-8	kn-jat	32	142	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	8. mahisajātakaṃ
kn-jat 3. 3. 9.	kn-jat-3-3-9	kn-jat	32	144	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	9. satapattajātakaṃ
kn-jat 3. 3. 10.	kn-jat-3-3-10	kn-jat	32	144	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	3. araññavaggo	10. puṭadūsakajātakaṃ
kn-jat 3. 4. 1.	kn-jat-3-4-1	kn-jat	32	146	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	1. abbhantarajātakaṃ
kn-jat 3. 4. 2.	kn-jat-3-4-2	kn-jat	32	146	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	2. seyyaṃsajātakaṃ
kn-jat 3. 4. 3.	kn-jat-3-4-3	kn-jat	32	148	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	3. vaḍḍhakīsūkarajātakaṃ
kn-jat 3. 4. 4.	kn-jat-3-4-4	kn-jat	32	148	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	4. sirijātakaṃ
kn-jat 3. 4. 5.	kn-jat-3-4-5	kn-jat	32	148	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	5. maṇisūkarajātakaṃ
kn-jat 3. 4. 6.	kn-jat-3-4-6	kn-jat	32	150	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	6. sālukajātakaṃ
kn-jat 3. 4. 7.	kn-jat-3-4-7	kn-jat	32	150	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	7. lābhagarahajātakaṃ
kn-jat 3. 4. 8.	kn-jat-3-4-8	kn-jat	32	152	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	8. macchuddānajātakaṃ
kn-jat 3. 4. 9.	kn-jat-3-4-9	kn-jat	32	152	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	9. nānācchandajātakaṃ
kn-jat 3. 4. 10.	kn-jat-3-4-10	kn-jat	32	152	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	4. abbhantaravaggo	10. sīlavīmaṃsajātakaṃ
kn-jat 3. 5. 1.	kn-jat-3-5-1	kn-jat	32	154	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	1. bhadraghaṭajātakaṃ
kn-jat 3. 5. 2.	kn-jat-3-5-2	kn-jat	32	154	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	2. supattajātakaṃ
kn-jat 3. 5. 3.	kn-jat-3-5-3	kn-jat	32	154	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	3. kāyavicchandajātakaṃ
kn-jat 3. 5. 4.	kn-jat-3-5-4	kn-jat	32	156	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	4. jambukhādakajātakaṃ
kn-jat 3. 5. 5.	kn-jat-3-5-5	kn-jat	32	156	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	5. antajātakaṃ
kn-jat 3. 5. 6.	kn-jat-3-5-6	kn-jat	32	156	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	6. samuddajātakaṃ
kn-jat 3. 5. 7.	kn-jat-3-5-7	kn-jat	32	158	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	7. kāmavilāpajātakaṃ
kn-jat 3. 5. 8.	kn-jat-3-5-8	kn-jat	32	158	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	8. udumbarajātakaṃ
kn-jat 3. 5. 9.	kn-jat-3-5-9	kn-jat	32	160	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	9. komāyaputtajātakaṃ
kn-jat 3. 5. 10.	kn-jat-3-5-10	kn-jat	32	160	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	3. tikanipāto	5. kumbhavaggo	10. vakajātakaṃ
kn-jat 4. 1. 1.	kn-jat-4-1-1	kn-jat	32	162	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	1. cullakāliṅgajātakaṃ
kn-jat 4. 1. 2.	kn-jat-4-1-2	kn-jat	32	164	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	2. mahāassārohajātakaṃ
kn-jat 4. 1. 3.	kn-jat-4-1-3	kn-jat	32	164	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	3. ekarājajātakaṃ
kn-jat 4. 1. 4.	kn-jat-4-1-4	kn-jat	32	166	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	4. daddarajātakaṃ
kn-jat 4. 1. 5.	kn-jat-4-1-5	kn-jat	32	166	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	5. sīlavīmaṃsajātakaṃ
kn-jat 4. 1. 6.	kn-jat-4-1-6	kn-jat	32	168	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	6. sujātājātakaṃ
kn-jat 4. 1. 7.	kn-jat-4-1-7	kn-jat	32	168	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	7. palāsajātakaṃ
kn-jat 4. 1. 8.	kn-jat-4-1-8	kn-jat	32	168	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	8. javasakuṇajātakaṃ
kn-jat 4. 1. 9.	kn-jat-4-1-9	kn-jat	32	170	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	9. chavakajātakaṃ
kn-jat 4. 1. 10.	kn-jat-4-1-10	kn-jat	32	170	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	1. vivaravaggo	10. sayhajātakaṃ
kn-jat 4. 2. 1.	kn-jat-4-2-1	kn-jat	32	172	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	1. pucimandajātakaṃ
kn-jat 4. 2. 2.	kn-jat-4-2-2	kn-jat	32	172	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	2. kassapamandiyajātakaṃ
kn-jat 4. 2. 3.	kn-jat-4-2-3	kn-jat	32	174	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	3. khantivādijātakaṃ
kn-jat 4. 2. 4.	kn-jat-4-2-4	kn-jat	32	174	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	4. lohakumbhijātakaṃ
kn-jat 4. 2. 5.	kn-jat-4-2-5	kn-jat	32	174	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	5. māṃsajātakaṃ
kn-jat 4. 2. 6.	kn-jat-4-2-6	kn-jat	32	176	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	6. sasajātakaṃ
kn-jat 4. 2. 7.	kn-jat-4-2-7	kn-jat	32	176	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	7. matarodanajātakaṃ
kn-jat 4. 2. 8.	kn-jat-4-2-8	kn-jat	32	178	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	8. kaṇaverajātakaṃ
kn-jat 4. 2. 9.	kn-jat-4-2-9	kn-jat	32	178	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	9. tittirajātakaṃ
kn-jat 4. 2. 10.	kn-jat-4-2-10	kn-jat	32	178	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	2. pucimandavaggo	10. succajajātakaṃ
kn-jat 4. 3. 1.	kn-jat-4-3-1	kn-jat	32	180	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	1. kuṭidūsakajātakaṃ
kn-jat 4. 3. 2.	kn-jat-4-3-2	kn-jat	32	180	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	2. daddabhajātakaṃ
kn-jat 4. 3. 3.	kn-jat-4-3-3	kn-jat	32	182	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	3. brahmadattajātakaṃ
kn-jat 4. 3. 4.	kn-jat-4-3-4	kn-jat	32	182	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	4. cammasāṭakajātakaṃ
kn-jat 4. 3. 5.	kn-jat-4-3-5	kn-jat	32	182	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	5. godhajātakaṃ
kn-jat 4. 3. 6.	kn-jat-4-3-6	kn-jat	32	184	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	6. kakkārujātakaṃ
kn-jat 4. 3. 7.	kn-jat-4-3-7	kn-jat	32	184	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	7. kākātījātakaṃ
kn-jat 4. 3. 8.	kn-jat-4-3-8	kn-jat	32	184	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	8. ananusociyajātakaṃ
kn-jat 4. 3. 9.	kn-jat-4-3-9	kn-jat	32	186	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	9. kāḷabāhujātakaṃ
kn-jat 4. 3. 10.	kn-jat-4-3-10	kn-jat	32	186	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	3. kuṭidūsakavaggo	10. sīlavīmaṃsajātakaṃ
kn-jat 4. 4. 1.	kn-jat-4-4-1	kn-jat	32	188	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	1. kokālikajātakaṃ
kn-jat 4. 4. 2.	kn-jat-4-4-2	kn-jat	32	188	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	2. rathalaṭṭhijātakaṃ
kn-jat 4. 4. 3.	kn-jat-4-4-3	kn-jat	32	190	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	3. pakkagodhajātakaṃ
kn-jat 4. 4. 4.	kn-jat-4-4-4	kn-jat	32	190	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	4. rājovādajātakaṃ
kn-jat 4. 4. 5.	kn-jat-4-4-5	kn-jat	32	190	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	5. jambukajātakaṃ
kn-jat 4. 4. 6.	kn-jat-4-4-6	kn-jat	32	192	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	6. brahāchattajātakaṃ
kn-jat 4. 4. 7.	kn-jat-4-4-7	kn-jat	32	192	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	7. pīṭhajātakaṃ
kn-jat 4. 4. 8.	kn-jat-4-4-8	kn-jat	32	192	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	8. thusajātakaṃ
kn-jat 4. 4. 9.	kn-jat-4-4-9	kn-jat	32	194	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	9. bāverujātakaṃ
kn-jat 4. 4. 10.	kn-jat-4-4-10	kn-jat	32	194	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	4. kokālika vaggo	10. visayhajātakaṃ
kn-jat 4. 5. 1.	kn-jat-4-5-1	kn-jat	32	196	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	1. kinnarījātakaṃ
kn-jat 4. 5. 2.	kn-jat-4-5-2	kn-jat	32	196	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	2. vānarajātakaṃ
kn-jat 4. 5. 3.	kn-jat-4-5-3	kn-jat	32	198	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	3. kuntinījātakaṃ
kn-jat 4. 5. 4.	kn-jat-4-5-4	kn-jat	32	198	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	4. ambacorajātakaṃ
kn-jat 4. 5. 5.	kn-jat-4-5-5	kn-jat	32	200	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	5. gajakumbhajātakaṃ
kn-jat 4. 5. 6.	kn-jat-4-5-6	kn-jat	32	200	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	6. kesavajātakaṃ
kn-jat 4. 5. 7.	kn-jat-4-5-7	kn-jat	32	202	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	7. ayakūṭajātakaṃ
kn-jat 4. 5. 8.	kn-jat-4-5-8	kn-jat	32	202	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	8. āraññajātakaṃ
kn-jat 4. 5. 9.	kn-jat-4-5-9	kn-jat	32	204	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	9. sandhibhedajātakaṃ
kn-jat 4. 5. 10.	kn-jat-4-5-10	kn-jat	32	204	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	4. catukkanipāto	5. cūḷakuṇālavaggo	10. devatāpañho
kn-jat 5. 1. 1.	kn-jat-5-1-1	kn-jat-5	32	206	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	1. maṇikuṇḍalajātakaṃ
kn-jat 5. 1. 2.	kn-jat-5-1-2	kn-jat-5	32	208	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	2. sujātajātakaṃ
kn-jat 5. 1. 3.	kn-jat-5-1-3	kn-jat-5	32	208	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	3. dhonasākha jātakaṃ
kn-jat 5. 1. 4.	kn-jat-5-1-4	kn-jat-5	32	210	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	4. uragajātakaṃ
kn-jat 5. 1. 5.	kn-jat-5-1-5	kn-jat-5	32	212	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	5. ghatajātakaṃ
kn-jat 5. 1. 6.	kn-jat-5-1-6	kn-jat-5	32	212	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	6. kāraṇḍiyajātakaṃ
kn-jat 5. 1. 7.	kn-jat-5-1-7	kn-jat-5	32	214	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	7. laṭukikajātakaṃ
kn-jat 5. 1. 8.	kn-jat-5-1-8	kn-jat-5	32	214	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	8. culladhammapālajātakaṃ
kn-jat 5. 1. 9.	kn-jat-5-1-9	kn-jat-5	32	216	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	9. suvaṇṇamigajātakaṃ
kn-jat 5. 1. 10.	kn-jat-5-1-10	kn-jat-5	32	216	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	1. maṇikuṇḍalavaggo	10. susandhijātakaṃ
kn-jat 5. 2. 1.	kn-jat-5-2-1	kn-jat-5	32	218	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	1. vaṇṇārohajātakaṃ
kn-jat 5. 2. 2.	kn-jat-5-2-2	kn-jat-5	32	218	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	2. sīlavīmaṃsa jātakaṃ
kn-jat 5. 2. 3.	kn-jat-5-2-3	kn-jat-5	32	220	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	3. hirijātakaṃ
kn-jat 5. 2. 4.	kn-jat-5-2-4	kn-jat-5	32	220	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	4. khajjopaṇakapañho
kn-jat 5. 2. 5.	kn-jat-5-2-5	kn-jat-5	32	222	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	5. ahituṇḍikajātakaṃ
kn-jat 5. 2. 6.	kn-jat-5-2-6	kn-jat-5	32	222	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	6. gumbiyajātakaṃ
kn-jat 5. 2. 7.	kn-jat-5-2-7	kn-jat-5	32	224	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	7. sāḷiyajātakaṃ
kn-jat 5. 2. 8.	kn-jat-5-2-8	kn-jat-5	32	224	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	8. tacasārajātakaṃ
kn-jat 5. 2. 9.	kn-jat-5-2-9	kn-jat-5	32	226	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	9. mittavindakajātakaṃ
kn-jat 5. 2. 10.	kn-jat-5-2-10	kn-jat-5	32	226	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	2. vaṇṇārohavaggo	10. palāsajātakaṃ
kn-jat 5. 3. 1.	kn-jat-5-3-1	kn-jat-5	32	228	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	3. aḍḍhavaggo	1. dīghitikosalajātakaṃ
kn-jat 5. 3. 2.	kn-jat-5-3-2	kn-jat-5	32	230	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	3. aḍḍhavaggo	2. migapotajātakaṃ
kn-jat 5. 3. 3.	kn-jat-5-3-3	kn-jat-5	32	230	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	3. aḍḍhavaggo	3. mūsikajātakaṃ
kn-jat 5. 3. 4.	kn-jat-5-3-4	kn-jat-5	32	232	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	3. aḍḍhavaggo	4. culladhanuggahajātakaṃ
kn-jat 5. 3. 5.	kn-jat-5-3-5	kn-jat-5	32	232	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	5. pañcakanipāto	3. aḍḍhavaggo	5. kapotajātakaṃ
kn-jat 6. 1. 1.	kn-jat-6-1-1	kn-jat-5	32	234	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	1. avāriyajātakaṃ
kn-jat 6. 1. 2.	kn-jat-6-1-2	kn-jat-5	32	236	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	2. setaketujātakaṃ
kn-jat 6. 1. 3.	kn-jat-6-1-3	kn-jat-5	32	238	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	3. darīmukhajātakaṃ
kn-jat 6. 1. 4.	kn-jat-6-1-4	kn-jat-5	32	238	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	4. nerujātakaṃ
kn-jat 6. 1. 5.	kn-jat-6-1-5	kn-jat-5	32	240	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	5. āsaṅkajātakaṃ
kn-jat 6. 1. 6.	kn-jat-6-1-6	kn-jat-5	32	240	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	6. migālopajātakaṃ
kn-jat 6. 1. 7.	kn-jat-6-1-7	kn-jat-5	32	244	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	7. sirikālakaṇṇijātakaṃ
kn-jat 6. 1. 8.	kn-jat-6-1-8	kn-jat-5	32	246	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	8. kukkuṭajātakaṃ
kn-jat 6. 1. 9.	kn-jat-6-1-9	kn-jat-5	32	248	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	9. dhammadhajajātakaṃ
kn-jat 6. 1. 10.	kn-jat-6-1-10	kn-jat-5	32	248	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	1. avāriyavaggo	10. nandiyamigajātakaṃ
kn-jat 6. 2. 1.	kn-jat-6-2-1	kn-jat-5	32	250	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	1. kharaputtajātakaṃ
kn-jat 6. 2. 2.	kn-jat-6-2-2	kn-jat-5	32	252	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	2. sūcijātakaṃ
kn-jat 6. 2. 3.	kn-jat-6-2-3	kn-jat-5	32	252	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	3. tuṇḍilajātakaṃ
kn-jat 6. 2. 4.	kn-jat-6-2-4	kn-jat-5	32	254	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	4. suvaṇṇakakkaṭaka jātakaṃ
kn-jat 6. 2. 5.	kn-jat-6-2-5	kn-jat-5	32	256	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	5. mayhakajātakaṃ
kn-jat 6. 2. 6.	kn-jat-6-2-6	kn-jat-5	32	258	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	6. dhajaviheṭhajātakaṃ
kn-jat 6. 2. 7.	kn-jat-6-2-7	kn-jat-5	32	258	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	7. bhisapupphajātakaṃ
kn-jat 6. 2. 8.	kn-jat-6-2-8	kn-jat-5	32	260	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	8. vighāsajātakaṃ
kn-jat 6. 2. 9.	kn-jat-6-2-9	kn-jat-5	32	260	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	9. vaṭṭakajātakaṃ
kn-jat 6. 2. 10.	kn-jat-6-2-10	kn-jat-5	32	262	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	6. chakkanipāto	2. senakavaggo	10. kākajātakaṃ
kn-jat 7. 1. 1.	kn-jat-7-1-1	kn-jat-5	32	264	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	1. kukkujātakaṃ
kn-jat 7. 1. 2.	kn-jat-7-1-2	kn-jat-5	32	266	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	2. manojajātakaṃ
kn-jat 7. 1. 3.	kn-jat-7-1-3	kn-jat-5	32	268	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	3. sutanujātakaṃ
kn-jat 7. 1. 4.	kn-jat-7-1-4	kn-jat-5	32	268	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	4. gijjhajātakaṃ
kn-jat 7. 1. 5.	kn-jat-7-1-5	kn-jat-5	32	270	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	5. dab_hapupphajātakaṃ
kn-jat 7. 1. 6.	kn-jat-7-1-6	kn-jat-5	32	272	0	suttantapiṭake	khuddakanikāye		jātakapāḷi	7. sattakanipātaṃ	1. kukkuvaggo	6. dasaṇṇakajātakaṃ
